NO.,Grammar,Category,Korean,English,Source
759,Adjective,Feelings,특히,特别 special especially,2.2
760,Noun,Family,아주머니,大婶  aunt,2.2
761,Noun,Number,값,价格 price value,2.2
762,Noun,Furniture,물건,物品 stuff stuff,2.2
763,Noun,Food,과일,水果 fruit fruit,2.2
764,Noun,Number,종류 ,种类 kind,2.2
765,Grammer,Describe noun,A-(으)L거,우리는 부산으로 여행을 갈 거예요. 거기에서 수영도 하고 맛있는 음식도 먹을 거예요. 그리고 시간이 있으면 배도 탈 거예요.,2.2
766,Noun,Travel,여행,"Travel  여행 跟으로, 不用에  ->여행으로 journey",2.3
767,Adverb,Time,먼저/그다음에/그리고/마지막으로,"날씨가 좋으면 한라산에 갈 거예요  天气好的话，我打算去汉拿山

A: 여행 준비를 어떻게 해요?
B: 저는 먼저 비행기 표를 예매해요. 그 다음에 호텔을 예약해요.
그리고 돈을 바꿔요. 마지막으로 짐을 싸요.

*放邊都得",2.3
768,Adverb,Time,먼저/그다음에/그리고/마지막으로,当表示顺序时，可以使用＂먼저（首先）”“그다음에（然后）”＂그리고（再次）”“마지막으로 （最后）”等。,2.3
769,Noun,Number,먼저,首先 Monjor first,2.3
770,Noun,Number,그다음에,"然后 Then,",2.3
771,Adverb,S - Connection,그리고,再次  (只可放句子頭) and,2.3
772,Noun,Time,마지막으로,最后 Finally,
773,Noun,Travel,여권을 만들다 ,办护照 Make a Passport,2.3
774,Noun,Travel,예매하다,비행기 표를 예매하다 預買机票  prebuy BOOK,2.3
775,Noun,Travel,예약하다 ,호텔을 예약하다 预订酒店 book book,2.3
776,Noun,Travel,찾아보다 ,맛집을 찾아보다 寻找美食店  beul chaja  맛味道 Look up,2.3
777,Noun,Travel,바꾸다 ,돈을 바꾸다 换钱 alter,2.3
778,Noun,Travel,짐을 싸다,짐을 싸다 打包行李/行装 Pack,2.3
779,Noun,Travel,싸다,싸다 verb 包起 wrap cheap,2.3
780,Noun,Travel,싸다,싸다 adj 平 cheap cheap,2.3
781,Noun,Travel,찾다 ,"찾다 找 (不見野)
->찾아+보다試 search",2.3
782,Verb,Work,준비하다 ,准备 prepare prepare,2.3
783,Adverb,S - Connection,어떻게 ,怎么 how to,2.3
784,Grammer,V - Future tense,V-(으)ㄹ 거예요,"V-(으)ㄹ 거예요

할 거예요
먹을 거예요

ㄹ／＋을거예요→을可省略
-> 점심을 만들 거예요

A 방학에 뭐 할 거예요? 你放假打算做什么？
B 부산으로 여행을 갈 거예요. 我打算去釜山旅行。
백화점에서 쇼핑할 거예요

양양 씨, 이번 주 토요일 아침에 뭘 할 거예요?

친구足球들 하고 축구를 할 거예요.
어디에서 할 거예요?
학교에서 할 거예요.",2.3
785,Noun,Work,휴가,Day off vacation,2.3
786,Noun,School,방학,学校假期 vacation,2.3
787,Grammer,V - Future tense,V-(으)ㄹ 거예요,"“V-（으）ㄹ 거예요”表示未来的计划或意志，可译成“打算”“计划”“要”“想”等。

词干末音节无收音或收音为“ㄹ＂时＋-2 거예요
가다→길 거예요

词干末音节有收音（除收音“ㄹ”外）时＋-을 거예요
읽다→읽을 거예요

수업 끝나고 명동에 갈 거예요. 打算下课后去明洞。
오늘부터 매일 운동할 거예요. 从今天开始，打算每天做运动。
내일 집에서 책을 읽을 거예요. 明天打算在家看书。
저녁에 집에서 한국음식을 만들 거예요 打算晚上在家做韩国料理。
A： 오늘 극장에서 영화를 볼 거예요？您打算今天去剧院看电影吗？
B： 아니요， 집에서 음악을 둘 거예요. 不去，我打算在家听音乐。",2.3
788,Grammer,V - Future tense,V-(으)ㄹ 거예요,"＂V-（으）실 거예요” 是由“V-（으）ㄹ 거예요”与表示尊敬主体的尊敬语尾＂-（의）시”结合而成的，一般用于主语比说话者年纪大或者地位高的情形。

例 아버지는 내일 은행에 가실 거예요. 父亲明天要去银行。
A： 이 옷을 언제 입으실 거예요？ 这件衣服您打算什么时候穿？
B： 주말에 입을 거예요. 我打算周末穿。",2.3
789,Noun,School,수업,Class,2.3
790,Verb,Work,끝나다,Complete end,2.3
791,Grammer,S - If,A/V-(으)면,"A/V-(으)면

前面：假設-如果....
後面：出现情况／生活习惯-就.

A 부산에서在 뭘 할 거예요?
B 날씨가 좋으면 바다에서 수영할 거예요.
A：打算在釜山做什么？
B：天气好的话，我要去海边游泳。

시간이 있으면 뭘 할 거예요?
저는 시간이 있으면여행을 할 거예요.",2.3
792,Grammer,S - If,A/V-(으)면,"고향에 가면 할머니하고 만두를 만들 거예요

돈이 많으명돈이 많다영국음로 여행할 거예요

한국어를 잘하면한국 배우 할 거예요
고향에서 친구가 오면 맛집을 찾아갈거예요 带佢去",2.3
793,Grammer,S - If,A/V-(으)면,"A/V-(으)면
＂-（으）면”表示条件或者假设，可译成“如果／要是·····的话”“..···的话”。

词干末音节无收音或收音为“ㄹ”时＋-면
바쁘다 → 바쁘면
일어나다 → 일어나면

词干末音节有收音（除收音“ㄹ”外）时＋-으면
좋다 → 좋으면
먹다 → 먹으면

아침에 일어나면 먼저 물을 마셔요， 早上起床的话，先喝水。
오늘 바쁘면 내일 만나요. 今天忙的话，明天见。
내일 날씨가 좋으면 등산할 거예요. 明天天气好的话，打算去爬山。
저는 초콜릿을 먹으면 기분이 좋아요. 我吃巧克力的话，心情就会变好。
5분 더 걸으면 은행이 있어요． 再走5分钟的话，就到银行了。
내일 날씨가 더우면 수영을 할 거예요. 明天天气热的话，我打算去游泳。
고향 음식을 만들면 친구들하고 같이 먹어요. 如果做家乡菜的话，就和朋友们一起吃。",2.3
794,Verb,Home,일어나다 ,起身 arise,2.3
795,Noun,Travel,바다 ,大海 sea sea,2.3
796,Noun,Travel,고향 ,家乡，故乡 hometwon hometown,2.3
797,Verb,Work,잘하다 ,擅长，做得好 Do well,2.3
798,Adverb,Time,먼저/그다음에/그리고/마지막으로,"민준: 팅팅 씨, 방학에(時間) 뭐 할 거예요? 婷婷，放假您打算做什么？
팅팅: 제주도로 여행을 갈 거예요. 我打算去济州岛旅行。
민준: 거기에서 뭐 할 거예요? 在那儿打算做什么？
팅팅: 날씨가 좋으면 한라산에 가고然後 비가 오면 온천温泉에서 쉴 거예요. 如果天气好的话，我打算去汉拿山；如果下雨的话，我打算泡温泉休息休息。
민준: 그래요? 비행기 표를 예매했어요? 哦，机票买了吗？
팅팅: 네, 어제 했어요, 오늘은 호텔을 예약할 거예요. 嗯，昨天买了。今天打算预订酒店。

할 거예요 [할꺼예요]
갈 거예요 [갈꺼예요]
설 거예요 [쉴꺼예요]
예약할 거예요 [예야칼꺼예요]",2.3
799,Noun,Travel,온천,温泉 onsen hot spring,2.3
800,Noun,Travel,박물관,박물관을 구경하다 博物館 museum museum,2.3
801,Noun,Travel,서핑하다,바다에서 서핑하다 surfing Surf,2.3
802,Noun,Travel,기차표를 예매하다,기차표 火车票 train ticket Book a train ticket,2.3
803,Noun,Travel,야경,Night view Nightview,2.3
804,Noun,Travel,구경하다 ,参观 Visit visit,2.3
805,Noun,Travel,구경거리가 많다 ,景观／景点多 Sightseeing sightseeing,2.3
806,Noun,Travel,경치가 아름답다 ,景緻 风景秀美 Beautiful sightseeing Beautiful sightseeing,2.3
807,Noun,Travel,교통이 편리하다, 交通便利 convenient travel convenient travel,2.3
808,Adjective,Feelings,아름답다,Beautiful ,2.3
809,Adjective,Feelings,편리하다,Convenient,2.3
810,Noun,Travel,물건 ,물건 값이 싸다 物价便宜 stuff,2.3
811,Noun,Travel,음식,맛있는 음식이 많다 美食多 food,2.3
812,Verb,Home,깨끗하다 ,방이 깨끗하다 房间干净 get to clean,2.3
813,Noun,Travel,거리,거리 物件跟 verb distance,2.3
814,Noun,Travel,보거리,睇既野 Views,2.3
815,Noun,Travel,먹을거리,食既野 Staples,2.3
816,Homework,Homework,Homework,"우리 가족은 모두네명이에요.
부모님하고 여동생이 한 명 있어요.
우리 아버지는 일흔 셋고 어머니는 예순일곱이세요. 부모님은 은퇴하시고 지금 중국에서 계세요. 여동생은 회사에 다니고 금요일밤에 한국어를 배워요.",2.1
817,Homework,Homework,Homework,"우리 집 근처에는 시장이 없어요. 그래서, 보통 회사 근처에는 시장이에 가고 물건을 사요. 
일주일에 두 번은(씀)음식을 이 사장에 사러 가요. 
저는 특히 고기 가게에 자주 가요. 
그 가게 팔리파는 고기가 신선하고 값도 싸요. 
아저씨가 가끔 고기를 좀 더 주세요. 
그리고, 집어서 가고 고기요리를 해요. 
남자 치구가 제가 or 저 요리하는 음식을 좋아해요.",2.2
818,Noun,Location,싱가포르,Singapore ,2.3
819,Grammer,Describe noun,V-는N,"現在式 V-는N
有分時態
过去  現在  特来

eg 보는 영화 看的电影
A：韩国人经常去哪里旅行？
B：济州岛。那儿的大海很美，景点也很多。

A 한국 사람들이 많이 여행 가는 곳地方이 어디예요?
B 제주도예요. 바다가 아름답고 구경거리도 많아요.


에밀리 씨가 자주 만나는 친구가 누구예요?
제가 자주 만나는 친구는 애니 씨예요. 고향 친구예요.

자주 만나는 친구
좋아하는 가수/배우/운동선수
많이 듣는 음악
자주 만드는 음식
자주 보는 텔레비전 프로그램 program
많이 먹는 음식/과자
자주 가는 식당/ 카페

eg 제가 자주 만드는 음식은 김밥하고 라면이에요.
eg 알다 → 아는 노래",2.3
820,Grammer,Describe noun,V-는N,"“V-는 N”是由动词与定语语尾“-는”结合而成修饰名词的，表示名词的具体特性或者状态，可译成“（正／在）·····的······”。

例 저기 차를 마시는 사람이 에밀리 씨예요. 那边喝茶的人是艾米莉。
쉬는 시간이 너무 짧아요. 休息时间太短了。
저는 노래를 잘하는 사람이 멋있어요. 我觉得唱歌好听的人很帅。
A： 어떤 사람을 좋아해요？ 你喜欢什么样的人？
B： 저는 옷을 잘 입는 사람을 좋아해요， 我喜欢会穿衣服的人。
제가 자주 만드는 음식은 볶음밥이에요. 我经常做的食物是炒饭。",2.3
821,Grammer,Describe noun,V-는N,"定语从句中的主语后面不能接“는／은”，只能接“이／가”。
例
한국 사람들이 매일 먹는 음식은 김치예요. 韩国人每天吃的食物是泡菜。
올리버 씨가 지금 읽는 책은 한국 역사 책이에요.奥利弗现在正在读的书是韩国历史书。
A： 지금 무슨 음악을 들어요？ 你在听什么音乐？
B： 제가 지금 듣는 음악은 케이팝이에요. 我在听韩国流行音乐。",2.3
822,Noun,Location,곳,地方  ,2.3
823,Noun,Occupation,배우 ,演员 actor ,2.3
824,Noun,Occupation,운동선수 ,运动选手 运动员 Sport ,2.3
825,Noun,Home,프로그램,节目 program ,2.3
826,Noun,Location,카페 ,咖啡馆 coffee shop ,2.3
827,Verb,V - Opposite V,A/V- 지 않다,"A/V-지 않다 跟原形 口話／書面语
않았어요 past time

A 요즘 제주도 날씨가 더워요? 最近济州岛天气热吗？
B 아니요, 덥지 않아요. 不，不热。

한국어 공부가 힘들다
A: 한국어 공부가 힘들어요?
B: 네, 힘들어요. / 아니요, 힘들지 않아요.

집에서 요리하다
A: 집에서 요리를 해요?
B: 네, 해요. / 아니요, 하지 않아요.",2.3
828,Verb,V - Opposite V,책을 많이 읽다,"읽지 않아요
안읽어요",2.3
829,Verb,V - Opposite V,한국어 공부가 힘들다,,2.3
830,Verb,V - Opposite V,택시를 자주 타다,타지 않아요,2.3
831,Verb,V - Opposite V,집이 멀다,"멀지 않아
안멀어요",2.3
832,Verb,V - Opposite V,일찍 일어나다,일어나지 않아요,2.3
833,Verb,V - Opposite V,늦게 자다,늦게 자지 않아요 late 睡觉,2.3
834,Verb,V - Opposite V,커피를 마시다,,2.3
835,Verb,V - Opposite V,친구가 많다,"많지 않아요
안 많아요 Wrong",2.3
836,Verb,V - Opposite V,가방이 무겁다,안 무거워요,2.3
837,Verb,V - Opposite V,집에서 요리하다,,2.3
838,Verb,V - Opposite V,피곤하다,피곤 하지 않아요,2.3
839,Verb,V - Opposite V,배고프다,,2.3
840,Verb,V - Opposite V,운동을 좋아하다,,2.3
841,Verb,V - Opposite V,텔레비전을 많이 보다,,2.3
842,Verb,V - Opposite V,한국 생활이 재미있다,재미있지 않아요,2.3
843,Verb,V - Opposite V,AN-지않다,"AN-지않다
“-지않다”表示对前述行为或者状态的否定，可译成“不”“没”。

제 방이 크지 않아요. 我的房间不大。
호텔이 깨끗하지 않아요. 酒店不干净。

A： 한국어 공부가 힘들어요？ 学习韩国语累吗？
B： 아니요. 별로 힘들지 않아요. 不，不怎么累。

A： 한국어 공부가 어려워요？ 韩国语学习难吗？
B： 아니요. 어렵지 않아요. 不，不难。

저는 커피를 좋아하지 않아요. 我不喜欢喝咖啡。
오늘 저녁을 먹지 않을 거예요. 我今天不打算吃晚饭。

A： 돈을 바꿨어요？ 钱换好了吗？
B： 아니요. 아직 바꾸지 않았어요. 没，还没换。未做 就用 Past tense",2.3
844,Noun,Travel,택시 ,出租车 Taxi,2.3
845,Noun,Time,일찍 ,早早地 Early,2.3
846,Noun,Time,늦게,晚，迟 Late,2.3
847,Adjective,Feelings, 피곤하다,疲困  Tired,2.3
848,Adverb,Time,아직,还，尚且 Not yet,2.3
849,Grammer,Describe noun,V-는N,"양양 유카 씨, 주말에 뭐 했어요? 优香，您周末做了什么？
유카: 강원도에 갔다 왔어요. 我去了一趟江原道。
양양: 그래요? 강원도에서 뭐 했어요? 哦，那您去江原道干什么了？
유카: 막국수를 먹었어요. 我去吃了荞麦凉面
양양: 막국수가 뭐예요? 荞麦凉面是什么？
유카:  강원도에서 많이 먹는 국수예요.   먹는: [멍는] 荞麦凉面是在江原道经常吃的美食。
양양: 그래요? 맵지 않았어요? 哦，不辣吗？
유카: 네, 별로 맵지 않았어요. 嗯，不怎么辣。

물 위에서 타는 스키예요
봄에 진해에서 하는 벚꽃 축제예요",2.3
850,Adverb,Time,별로,"不太 不怎么 not really
 一定跟否定",2.3
851,Noun,Sports,수상 스키 ,滑水运动 Water surfing,2.3
852,Noun,Time,축제,庆典  节  Festival,2.3
853,Noun,Travel,벚꽃 ,樱花 Cherry Bloosom,2.3
854,Verb,Work,갔다 오다 ,去了一趟 Go,2.3
855,Noun,Food, 막국수 ,荞麦凉面 Cold noodles,2.3
856,Noun,Food, 국수 ,面条 Noodles,2.3
857,Grammer,Describe noun,V-는N,파리는 경치가 아주 아름다워요.특히 강에서 보는 야경이 정말 예뻐요. 시간이 있으면 강에서 배를꼭 타 보세요. 인터넷에서 표를예매하면 별로 비싸지 않아요,2.3
858,Adverb,Time,꼭,一定 must,2.3
859,Noun,Hobby,인터넷,internet,2.3
860,Grammer,Describe noun,V-는N,역사와 미술을 좋아하는 사람은박물관에 가 보세요 유명한 그림이많이 있어요. 박물관 건물도 아주멋있어요. 그 앞에서 사진을 찍어보세요.,2.3
861,Noun,Time,유명하다,famous,2.3
862,Grammer,Describe noun,V-는N,프랑스 요리는 세계에서 유명해요파리에 맛있는 식당이 많아요. 한번가 보세요. 그리고 빵과 케이크도꼭 한번 먹어 보세요 예쁘고 종류도 많아요.,2.3
863,Noun,Food,종류,種類,2.3
864,Noun,Location,세계,世界,2.3
865,Noun,Hobby,취미,兴趣 Hobby,2.4
866,Noun,Hobby,배우고 싶어요,테니스를 배우고 싶어요 Want to learn tennis,2.4
867,Noun,Hobby,동아리 게시판,同學會 告示板,2.4
868,Verb,Hobby,치다,弾 樂器／打  有拍,2.4
869,Noun,Sports,테니스,tennis,2.4
870,Noun,Sports,배드민턴,badminton,2.4
871,Noun,Sports,탁구,table tennis,2.4
872,Noun,Hobby,피아노,piano,2.4
873,Noun,Hobby,기타,guitar,2.4
874,Verb,Work,하다,Work,2.4
875,Noun,Sports,수영,swimming,2.4
876,Noun,Sports,등산,Hiking,2.4
877,Noun,Sports,달리기,running,2.4
878,Noun,Sports,축구,football,2.4
879,Noun,Sports,농구,Basketball Nong,2.4
880,Noun,Sports,야구,baseball 計扔波の人,2.4
881,Noun,Hobby,낚시,fishing,2.4
882,Verb,Work,타다 ,站站上工具上  騎馬 單車 搭LIFT,2.4
883,Noun,Sports,스키,ski,2.4
884,Noun,Sports,스케이트,skate,2.4
885,Verb,Hobby,배드민턴,배드민턴 동아리에서는 배드민턴을 쳐요.,2.4
886,Verb,Hobby,그림을 그리다 绘画,그림 picture,2.4
887,Verb,Hobby,사진을 찍다 摄影,사진 photograph,2.4
888,Verb,Hobby,춤을 추다 跳舞,춤 dance,2.4
889,Verb,Hobby,꿈 꾸다,dreaming   名詞加口,2.4
890,Verb,Hobby,잠 자다,sleeping 名詞加口,2.4
891,Verb,Hobby,찍다,拍卡 Tap,2.4
892,Verb,Hobby,찍다→도장찍다,吸印 chop 도장stamp,2.4
893,Verb,V - Opposite V,안 不,No,2.4
894,Verb,V - Opposite V,못 V,못：不能 Cannot,2.4
895,Verb,V - Ability,잘하다/잘 못하다/ 못 하다,"A 배드민턴 잘 쳐요? 您羽毛球打得好吗？
B 아니요, 못 쳐요. 不，我不会打。

에릭 씨, 피아노를 잘 쳐요? 
아니요, 못 쳐요.",2.4
896,Verb,V - Opposite V,잘 V    ,잘 하다識,2.4
897,Verb,V - Opposite V,잘못V,잘 못하다 識但廢,2.4
898,Verb,V - Opposite V,못V,못 하다不識,2.4
899,Verb,V - Opposite V,운전을 하다,,2.4
900,Verb,V - Opposite V,테니스를 치다,테니스를 잘 쳐요,2.4
901,Verb,V - Opposite V,춤을 추다,춤을 잘춰요,2.4
902,Verb,V - Opposite V,스키를 타다,,2.4
903,Verb,V - Opposite V,피아노를 치다,,2.4
904,Verb,V - Opposite V,스키를 잘못타요,,2.4
905,Verb,V - Opposite V,요리를 하다,,2.4
906,Verb,V - Opposite V,자전거를 타다,자전거를 잘못타요,2.4
907,Verb,V - Opposite V,노래를 하다,,2.4
908,Verb,V - Opposite V,탁구를 치다,탁구를 못 쳐요,2.4
909,Verb,V - Opposite V,수영을 하다,,2.4
910,Verb,V - Ability,잘하다/잘 못하다/ 못 하다,"“잘하다”表示能熟练地做好”；“잘 못하다”表示做某事还没达到一定的水平，可译成“做不好，做得不好”；＂못 하다”表示没有能力做某事，可译成“不会”。

例 A：요리를 잘해요？ 饭做得好吗？
B： 네， 잘해요. 嗯，做得很好
／ 아니요， 잘 못해요. 不，做不好。
／ 아니요， 못 해요. 不， 不会做。",2.4
911,Verb,V - Ability,못 V,"“吴”后面接动词，表示做不了该动作，可译成“不能”“没能”“做不了”“不会”等。
저는 피아노를 못 쳐요. 我不会弹钢琴。

유카 씨는 오늘 파티에 못 와요. 优香来不了今天的晚会。  → ㅅ→ㅇ→轉ㄷ音  mok dwa

로렌 씨는 김치를 못 먹어요. 洛兰吃不了泡菜。
어제 숙제를 못 했어요. 昨天没能做作业。
mok dwa
A： 점심을 먹었어요？ 吃午饭了吗？
B： 아니요， 아직 못 먹었어요. 没有，还没来得及吃。",2.4
912,Verb,V - Opposite V,운전하다 ,驾驶 driving,2.4
913,Noun,Food,찌개,滚湯 Soup 好多送,2.4
914,Noun,Food,탕,湯 Soup,2.4
915,Verb,V - Wish,V-고 싶다,"用原型  想adj.
可以用past  tense 싶었어요

A 방학에 뭐 하고 싶어요? 放假的时候您想做什么？
B 태권도를 배우고 싶어요. 我想学跆拳道。

한국에서 뭘 하고 싶어요?

저는 부산에 가고 싶어요.
그리고然後 시간이 있으면
한국 요리를 배우고 싶어요.

저는 한국 회사에서 일하고 싶어요. 
그래서 所以 지금 한국어를 열심히 공부해요.

저는 제주로 여행하고 싶어요. 그리고, 관광지로 운전하고 싶어요.  觀光地",2.4
916,Noun,Travel,관광지,觀光地 sightvisit,2.4
917,Verb,V - Wish,V-고 싶다,"V-고 싶다

“V-고 싶다”一般用于说话者表达自己的愿望或者询问对方的愿望时，可译成“想”。

부산에 여행을 가고 싶어요. 我想去釜山旅行。
저는 케이크를 만들고 싶어요. 我想做蛋糕。
A： 어떤 영화를 보고 싶어요？ 您想看什么电影？
B： 재미있는 영화를 보고 싶어요. 我想看有意思的电影。

A： 뭘 먹고 싶어요？ 您想吃什么？
B： 불고기를 먹고 싶어요. 我想吃烤肉。",2.4
918,Noun,Hobby,크서트 ,Concert,2.4
919,Adjective,Feelings,어떤 영화,What movie 怎样的,2.4
920,Verb,V - Ability,못 V,"투이: 올리버 씨, 주말에 보통 뭘 해요? 奥利弗，您周末一般做什么？
올리: 버 저는 테니스를 쳐요. 我一般打网球。
투이: 테니스를 잘 쳐요? 网球打得好吗？
올리버: 네, 잘 쳐요. 嗯，打得不错。
투이: 저는 테니스를 못 쳐요. 테니스를 배우고 싶어요. 我不会打网球，我想学打网球。
올리버: 그래요? 그럼 이번 주말에 같이 쳐요. 어렵지 않아요. 哦，那这个周末一起打吧，不难。",2.4
921,Verb,Work,하는 일 ,做的事情 ,2.4
922,Noun,Hobby,모임 ,聚会 ,2.4
923,Noun,Location,장소 ,场所，地点 ,2.4
924,Noun,Hobby,회비 ,会费,2.4
925,Verb,Hobby,소개하다,취미 소개하다 介绍兴趣爱好,2.4
926,Noun,Hobby,자전거,単車 자전거를 자주 타요?,2.4
927,Noun,Time,항상 总是,"네, 아침에 항상 타요. 100% always 恆常",2.4
928,Noun,Time,자주 经常,"네, 자주 타요. 80% sometimes",2.4
929,Noun,Time,가끔 ,아니요. 가끔 타요.  偶尔 間中 often,2.4
930,Noun,Time,거의 （안） 几乎（不）,아니요. 거의 안 타요. Seldom,2.4
931,Noun,Time,전혀 （안） ,아니요. 전혀 안 타요.  完全（不） 全然 never,2.4
932,Grammer,Describe noun,V -는것,"名詞化 noun
口語没有“ㅅ”→ 거

A 취미가 뭐예요? 您的兴趣爱好是什么？
B 제 취미는 여행하는 거예요 我的兴趣爱好是旅行。

취미가 뭐예요?
제 취미는 음악 듣는 거예요.
저는 음악 듣는 거 좋아해요.",2.4
933,Grammer,Describe noun,책을 읽다,제 취미는 책을 읽는 거예요.,2.4
934,Grammer,Describe noun,영화를 보다,제취미는 영화를 보는 거예요,2.4
935,Grammer,Describe noun,낚시하다,저는 낚시하는 거 좋아해요.,2.4
936,Grammer,Describe noun,케이크를 만들다,저는 케이크 만드는 거 좋아해요.   SNP但는不改：들去“ㄹ”,2.4
937,Grammer,Describe noun,V-는것,"V-는것
“-는것”接在动词词干后面，将动词转换成名词形式，口语一般使用“는거”。
제 취미는 기타 치는 거예요. 我的兴爱好是弹言他。

저는 사진 찍는 거 좋아해요， 我喜欢攝影。
A： 수영하는 거 좋아해요？ 您真欢游泳吗？
B： 네， 줄아해요 하지만 잘 못해요 嗯，喜欢，但游得不好。
어제 불고기 만드는 거 배웠어요. 我昨天学了做烤肉。",2.4
938,Grammer,Describe noun,V-는것,"在口语中，＂는 것이＂＂는 것을＇ ＇-는 것은”一般分别總略成“는 게＂ ＂는걸＂ ＂는건＂.

저는 한국어 공부하는 것이 재미있어요.
→ 저는 한국어 공부하는 게 재미있어요. 我觉得学习韩语很有理。

저는 동산하는 것을 좋아해요.
→ 저는 등산하는 걸 좋아해요. 我喜欢尾山。

바다에 가는 것은 좋아하지만 산에 가는 것은 안 좋아해요.
→ 바다에 가는 건 좋아하지만 산에 가는 건 안 좋아해요. 我喜欢去海边，但不喜欢爬山。",2.4
939,Verb,V - Opposite V,A/V-지만,"A/V-지만 原型  强烈、相反

A 여행을 자주 해요? 您经常去旅行吗？
B 아니요, 좋아하지만 요즘 자주 못 해요.  不，我喜欢旅行，但最近不能经常去。

그 신발이 어때요?
예쁘지만 불편해요",2.4
940,Verb,V - Opposite V,A/V-지만,"지금 쓰는 핸드폰이 어때요? 
싸지만 무거워요",2.4
941,Adjective,Feelings,싸다,not comfortable,2.4
942,Adjective,Feelings,편하다,,2.4
943,Adjective,Feelings,예쁘다,,2.4
944,Verb,V - Opposite V,A/V-지만,"지금 사는 집이 어때요?
비싸지만 편해요",2.4
945,Adjective,Feelings,멀다,遠,2.4
946,Adjective,Feelings,가깝다,近,2.4
947,Adjective,Feelings,쉽다,,2.4
948,Adjective,Feelings,크다,,2.4
949,Adjective,Feelings,작다,,2.4
950,Verb,V - Opposite V,A/V-지만,"한국어 공부가 어때요?
어럽지만 재미있어요.",2.4
951,Adjective,Feelings,재미있다,,2.4
952,Adjective,Feelings,어렵다,,2.4
953,Adjective,Feelings,불편하다,,2.4
954,Adjective,Feelings,재미없다,,2.4
955,Verb,V - Opposite V,A/V-지만,"떡볶이가 어때요?
맛있지만 매워요",2.4
956,Adjective,Feelings,좋다,good,2.4
957,Adjective,Feelings,맛있다,,2.4
958,Verb,V - Opposite V,A/V-지만,"A/V-지만
“-지만”表示前后两个相反的事实或者内容，可译成“但是”“然而”等。

옷을 사고 싶지만 돈이 없어요. 想买衣服，但是我没有钱。
그 식당 음식이 맛있지만 너무 비싸요. 鄂家餐厅的饭菜很好吃，但是太贵了。
언니는 영어를 잘하지만 저는 잘 못해요. 姐姐的英语很好，但我的英语不太好。
에바 씨는 어제 학교에 왔지만 투이 씨는 안 왔어요. 伊娃昨天来了学校，但是阿翠没来。

A： 시험 잘 봤어요？ 考试考得好吗？
B： 아니요， 열심히 공부했지만 잘 못 봤어요. 不好，努力学习了，但是没考好。",2.4
959,Adjective,Feelings,못생기다,"ugly 人/物
→ 못생겨요 / 못생겼어요.",2.4
960,Adjective,Feelings,잘생기다,靚,2.4
961,Verb,Work,쓰다 ,用,2.4
962,Grammer,Describe noun,V-는것,"양양: 에밀리 씨는 취미가 뭐예요? 艾米莉，您的兴趣爱好是什么？
에밀리: 저는 등산하는 걸 좋아해요. 我喜欢爬山。
양양: 등산을 자주 해요?  经常爬山吗？
에밀리: 아니요, 요즘은 한 달에 두 번쯤 해요. 자주 하고 싶지만 시간이 없어요. 不是，最近都是1个月爬2次左右山。我想经常去爬, 但没时间。
양양: 에밀리 씨가 좋아하는 산이 어디예요?  艾米莉，您喜欢哪座山？
에밀리:  저는 북한산을 좋아해요. 我喜欢北汉山。",2.4
963,Grammer,Describe noun,거+를→걸,口語：거,2.4
964,Grammer,Time,"한 달에 두 번쯤 해요
每에
約쯤","当要表示一定时间内发生的事情的次数时，可以用以下表达方式。
하루, 이틀······ 1天，2天
일주일, 이주일 1周，2周
한달,두달·····1个月，2个月
일년,이년······1年，2年

+에

한번 1次
두번 2次
세번 3次
Once a week

A：운동을 매일 해요？ 您每天都做运动吗？
B： 아니요， 일주일에 두 번 해요． 不是， 1周做2次运动。",2.4
965,Grammer,Grammer,한달,"1個月 -->한 달 （多用）
",2.4
966,Adverb,Number,혼자 ,独自，一个人 alone,2.4
967,Noun,Time,어젯밤,Last night 어젯밤=어제 밤,2.4
968,Noun,Time,어제,Yesterday,2.4
969,Noun,Time,지난주,Last week,2.4
970,Noun,Time,지난달,Last month,2.4
971,Noun,Time,작년 ,去年 last year 작년=지난년,2.4
972,Noun,Time,내년,Next Year 내년=다음 년,2.4
973,Grammer,Describe noun,V-는것,"취미가 뭐예요?
제 취미는요리하는 거예요.
얼마나 자주 요리를 해요?
일주일에 두 번쯤 해요.
요리를 잘해요?
네, 잘해요. 저는 요리하는 게 재미있어요.",2.4
974,Noun,Time,얼마나 자주 ,多久1次,2.4
975,Grammer,Describe noun,V-는것,제 취미는 요리하는 거예요. 고향 음식을 먹고 싶으면 요리를 해요. 고향에서는 요리를 거의 안 했지만 한국에서는 자주 해요. 처음에는 맛이 없었지만 지금은 괜찮아요. 마트에서 요리 재료를 구경하는 것도 좋아해요. 고향에 없는 것이 많이 있어요. 요즘은 한국 요리를배워요. 일주일에 한 번 요리 학원에 가요. 한국어로用 요리를 배우는 것이 어렵지만 재미있어요. 제가 가장最 잘하는 음식은 떡볶이와 불고기예요. 나중에以后 다른 나라 요리도 배우고 싶어요.,2.4
976,Noun,Hobby,재료,材料,2.4
977,Noun,Travel,구경,歡光,2.4
978,Noun,Location,학원,学院,2.4
979,Adjective,Feelings,가장,最 Most,2.4
980,Noun,City,다른 나라 ,Other country,2.4
981,Noun,Time,나중에,以后 future,2.4
